epoch,train_conf_loss,train_dice,train_peak_dist,train_peak_sharp,val_conf_loss,val_dice,val_peak_dist,val_peak_sharp,train_top10,train_top50,train_top300,val_top10,val_top50,val_top300
0,0.123151,0.013071,0.537639,0.504297,0.0,0.0,0.0,0.0,0.002535,0.038023,0.162231,0.0,0.0,0.0
1,0.072286,0.013486,0.474804,0.503906,0.0,0.0,0.0,0.0,0.019011,0.076046,0.268695,0.0,0.0,0.0
2,0.062045,0.013523,0.485854,0.503906,0.0,0.0,0.0,0.0,0.096324,0.207858,0.420786,0.0,0.0,0.0
3,0.049128,0.013527,0.532285,0.503906,0.0,0.0,0.0,0.0,0.139417,0.247148,0.506971,0.0,0.0,0.0
4,0.034415,0.01352,0.587243,0.503906,0.0,0.0,0.0,0.0,0.155894,0.262357,0.524715,0.0,0.0,0.0
5,0.020778,0.013516,0.647347,0.503908,0.0,0.0,0.0,0.0,0.148289,0.235741,0.529785,0.0,0.0,0.0
6,0.011083,0.013672,0.65657,0.504011,0.0,0.0,0.0,0.0,0.069708,0.197719,0.498099,0.0,0.0,0.0
7,0.005677,0.014066,0.672625,0.504555,0.0,0.0,0.0,0.0,0.068441,0.192649,0.51711,0.0,0.0,0.0
8,0.003372,0.015586,0.696652,0.506095,0.0,0.0,0.0,0.0,0.102662,0.258555,0.580482,0.0,0.0,0.0
9,0.002402,0.019814,0.742259,0.51012,0.0,0.0,0.0,0.0,0.17237,0.408112,0.69962,0.0,0.0,0.0
10,0.001826,0.024562,0.769619,0.516439,0.0,0.0,0.0,0.0,0.352345,0.56654,0.774398,0.0,0.0,0.0
11,0.001271,0.034673,0.807616,0.529294,0.0,0.0,0.0,0.0,0.562738,0.675539,0.794677,0.0,0.0,0.0
12,0.000673,0.053186,0.849292,0.543815,0.0,0.0,0.0,0.0,0.69962,0.759189,0.8327,0.0,0.0,0.0
13,0.000316,0.069904,0.869642,0.555993,0.0,0.0,0.0,0.0,0.747782,0.775665,0.869455,0.0,0.0,0.0
14,0.000148,0.078486,0.871071,0.568147,0.0,0.0,0.0,0.0,0.770596,0.789607,0.868188,0.0,0.0,0.0
15,7e-05,0.088198,0.875899,0.582308,0.0,0.0,0.0,0.0,0.780735,0.799747,0.870722,0.0,0.0,0.0
16,4.9e-05,0.095867,0.878638,0.597649,0.0,0.0,0.0,0.0,0.804816,0.86692,0.923954,0.0,0.0,0.0
17,1.9e-05,0.102117,0.867288,0.61375,0.0,0.0,0.0,0.0,0.797212,0.852978,0.918885,0.0,0.0,0.0
18,1.3e-05,0.108944,0.873941,0.627222,0.0,0.0,0.0,0.0,0.797212,0.846641,0.929024,0.0,0.0,0.0
19,1.1e-05,0.113896,0.872979,0.637762,0.0,0.0,0.0,0.0,0.811153,0.856781,0.920152,0.0,0.0,0.0
20,6e-06,0.115758,0.874178,0.64799,0.0,0.0,0.0,0.0,0.8327,0.903676,0.95564,0.0,0.0,0.0
21,6e-06,0.117697,0.870804,0.657121,0.0,0.0,0.0,0.0,0.82763,0.889734,0.946768,0.0,0.0,0.0
22,5e-06,0.120399,0.871228,0.665612,0.0,0.0,0.0,0.0,0.821293,0.902408,0.968314,0.0,0.0,0.0
23,3e-06,0.122418,0.877317,0.673047,0.0,0.0,0.0,0.0,0.833967,0.912548,0.973384,0.0,0.0,0.0
24,2e-06,0.124048,0.878492,0.680405,0.0,0.0,0.0,0.0,0.839037,0.90621,0.968314,0.0,0.0,0.0
25,4e-06,0.124688,0.875343,0.687771,0.0,0.0,0.0,0.0,0.836502,0.904943,0.964512,0.0,0.0,0.0
26,2e-06,0.125101,0.874566,0.69384,0.0,0.0,0.0,0.0,0.856781,0.931559,0.982256,0.0,0.0,0.0
27,1e-06,0.124818,0.873276,0.700521,0.0,0.0,0.0,0.0,0.870722,0.927757,0.972117,0.0,0.0,0.0
28,1e-06,0.12499,0.874888,0.706391,0.0,0.0,0.0,0.0,0.87199,0.939163,0.978454,0.0,0.0,0.0
29,1e-06,0.124981,0.87583,0.712511,0.0,0.0,0.0,0.0,0.887199,0.941698,0.979721,0.0,0.0,0.0
30,1e-06,0.125249,0.879066,0.71769,0.0,0.0,0.0,0.0,0.887199,0.946768,0.980989,0.0,0.0,0.0
31,1e-06,0.125867,0.881723,0.723046,0.0,0.0,0.0,0.0,0.889734,0.945501,0.978454,0.0,0.0,0.0
32,1e-06,0.126658,0.882243,0.727811,0.0,0.0,0.0,0.0,0.898606,0.948035,0.979721,0.0,0.0,0.0
33,1e-06,0.127479,0.884656,0.732416,0.0,0.0,0.0,0.0,0.899873,0.951838,0.982256,0.0,0.0,0.0
34,1e-06,0.128371,0.883092,0.73711,0.0,0.0,0.0,0.0,0.902408,0.949303,0.983523,0.0,0.0,0.0
