epoch,train_conf_loss,train_dice,train_topk,val_conf_loss,val_dice,val_topk
0,0.403704,0.040605,0.00641,0.0,0.0,0.0
1,0.158919,0.037534,0.012821,0.0,0.0,0.0
2,0.106729,0.032442,0.019231,0.0,0.0,0.0
3,0.097145,0.037798,0.032051,0.0,0.0,0.0
4,0.09305,0.045059,0.035256,0.0,0.0,0.0
5,0.087535,0.061786,0.048077,0.0,0.0,0.0
6,0.0834,0.074215,0.054487,0.0,0.0,0.0
7,0.078431,0.091482,0.11859,0.0,0.0,0.0
8,0.075105,0.108004,0.166667,0.0,0.0,0.0
9,0.072983,0.114696,0.195513,0.0,0.0,0.0
