epoch,train_conf_loss,train_dice,train_comp,val_conf_loss,val_dice,val_comp,train_top10,train_top50,train_top300,val_top10,val_top50,val_top300
0,0.000301,0.010508,0.100772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.000158,0.012622,0.159862,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
2,0.000199,0.012788,0.11172,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
3,0.000227,0.012628,0.110353,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0
4,0.00022,0.012735,0.116032,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0
5,0.000209,0.012806,0.117924,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0
6,0.000196,0.012893,0.116117,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0
7,0.000184,0.01288,0.117667,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0
8,0.000174,0.012891,0.121364,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0
9,0.000166,0.012907,0.119363,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0
10,0.000157,0.012892,0.099765,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0
11,0.000151,0.012822,0.099617,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0
12,0.000142,0.012807,0.099949,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0
13,0.000134,0.012821,0.100583,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0
14,0.000129,0.012821,0.100573,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0
15,0.000124,0.012814,0.100619,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0
16,0.000119,0.012799,0.100731,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0
17,0.000114,0.012743,0.121224,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0
18,0.000108,0.012698,0.118718,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0
19,0.000101,0.012648,0.118457,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0
20,9.6e-05,0.012624,0.118574,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0
21,9.1e-05,0.012564,0.096327,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0
22,8.6e-05,0.012492,0.12526,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0
23,8.1e-05,0.012444,0.117184,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0
24,7.7e-05,0.012396,0.094984,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0
25,7.4e-05,0.012372,0.115438,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0
26,7.1e-05,0.012329,0.115106,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0
27,6.7e-05,0.012287,0.11574,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0
28,6.4e-05,0.012222,0.114956,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0
29,6e-05,0.012209,0.115107,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0
30,5.9e-05,0.012154,0.114414,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0
31,5.7e-05,0.012112,0.113895,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0
32,5.5e-05,0.01209,0.09215,0.0,0.0,0.0,0.1,0.2,0.5,0.0,0.0,0.0
33,5.3e-05,0.012067,0.091993,0.0,0.0,0.0,0.1,0.2,0.5,0.0,0.0,0.0
34,5.1e-05,0.012045,0.091803,0.0,0.0,0.0,0.1,0.2,0.5,0.0,0.0,0.0
35,5e-05,0.012025,0.091593,0.0,0.0,0.0,0.1,0.2,0.5,0.0,0.0,0.0
36,4.9e-05,0.012003,0.091261,0.0,0.0,0.0,0.1,0.2,0.5,0.0,0.0,0.0
37,4.7e-05,0.011995,0.091281,0.0,0.0,0.0,0.1,0.2,0.5,0.0,0.0,0.0
38,4.6e-05,0.011969,0.090993,0.0,0.0,0.0,0.1,0.2,0.5,0.0,0.0,0.0
39,4.5e-05,0.011961,0.090928,0.0,0.0,0.0,0.1,0.2,0.5,0.0,0.0,0.0
40,4.4e-05,0.011945,0.090768,0.0,0.0,0.0,0.1,0.2,0.5,0.0,0.0,0.0
41,4.3e-05,0.011932,0.090527,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0
42,4.3e-05,0.011926,0.090501,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0
43,4.2e-05,0.011905,0.09042,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0
44,4.1e-05,0.011898,0.090331,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0
45,4e-05,0.011885,0.090137,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0
46,4e-05,0.011885,0.090227,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0
47,3.9e-05,0.011874,0.090114,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0
48,3.9e-05,0.011858,0.089771,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0
