epoch,train_conf_loss,train_dice,train_comp,val_conf_loss,val_dice,val_comp,train_top10,train_top50,train_top300,val_top10,val_top50,val_top300
0,0.354959,0.037688,0.26523,0.0,0.0,0.0,0.033854,0.096354,0.192708,0.0,0.0,0.0
0,0.344868,0.037989,0.284607,0.0,0.0,0.0,0.054688,0.153646,0.252604,0.0,0.0,0.0
0,0.431424,0.038743,0.263964,0.0,0.0,0.0,0.027344,0.111979,0.203125,0.0,0.0,0.0
1,0.281617,0.03985,0.340319,0.0,0.0,0.0,0.080729,0.214844,0.449219,0.0,0.0,0.0
2,0.217188,0.038922,0.372923,0.0,0.0,0.0,0.049479,0.136719,0.441406,0.0,0.0,0.0
3,0.175318,0.040679,0.393965,0.0,0.0,0.0,0.035156,0.130208,0.447917,0.0,0.0,0.0
4,0.14681,0.040392,0.409557,0.0,0.0,0.0,0.03776,0.153646,0.464844,0.0,0.0,0.0
5,0.129342,0.042,0.431181,0.0,0.0,0.0,0.044271,0.173177,0.497396,0.0,0.0,0.0
6,0.117785,0.045172,0.456511,0.0,0.0,0.0,0.0625,0.227865,0.557292,0.0,0.0,0.0
7,0.110031,0.047374,0.476157,0.0,0.0,0.0,0.072917,0.24349,0.591146,0.0,0.0,0.0
8,0.105759,0.051093,0.496049,0.0,0.0,0.0,0.088542,0.300781,0.622396,0.0,0.0,0.0
9,0.102243,0.054754,0.51434,0.0,0.0,0.0,0.083333,0.286458,0.632812,0.0,0.0,0.0
10,0.098592,0.053295,0.517412,0.0,0.0,0.0,0.091146,0.296875,0.623698,0.0,0.0,0.0
11,0.097578,0.057512,0.532709,0.0,0.0,0.0,0.091146,0.282552,0.65625,0.0,0.0,0.0
12,0.095917,0.059383,0.546204,0.0,0.0,0.0,0.097656,0.325521,0.636719,0.0,0.0,0.0
13,0.095778,0.059908,0.547824,0.0,0.0,0.0,0.102865,0.333333,0.647135,0.0,0.0,0.0
14,0.094325,0.060168,0.546085,0.0,0.0,0.0,0.097656,0.289062,0.644531,0.0,0.0,0.0
15,0.093954,0.061753,0.556003,0.0,0.0,0.0,0.097656,0.317708,0.673177,0.0,0.0,0.0
