epoch,train_conf_loss,train_dice,train_comp,val_conf_loss,val_dice,val_comp,train_top10,train_top50,train_top300,val_top10,val_top50,val_top300
0,0.691176,0.009782,0.022255,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
1,0.533837,0.00952,0.013288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.492558,0.009952,0.037383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.466514,0.010105,0.039756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.444411,0.010226,0.064376,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0
5,0.424342,0.010351,0.097919,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
6,0.406014,0.010518,0.101888,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0
7,0.389219,0.010812,0.131633,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
8,0.374046,0.010834,0.132178,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0
9,0.360366,0.010966,0.114769,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0
10,0.348403,0.011008,0.121152,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0
11,0.338093,0.01144,0.142651,0.0,0.0,0.0,0.1,0.2,0.5,0.0,0.0,0.0
12,0.328451,0.011292,0.148063,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0
13,0.320276,0.01162,0.167432,0.0,0.0,0.0,0.2,0.4,0.5,0.0,0.0,0.0
14,0.313906,0.011919,0.153147,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0
15,0.307862,0.012214,0.160234,0.0,0.0,0.0,0.1,0.5,0.5,0.0,0.0,0.0
16,0.303157,0.011846,0.142993,0.0,0.0,0.0,0.2,0.4,0.6,0.0,0.0,0.0
17,0.298484,0.012666,0.207311,0.0,0.0,0.0,0.3,0.4,0.6,0.0,0.0,0.0
18,0.295374,0.012746,0.24066,0.0,0.0,0.0,0.3,0.4,0.7,0.0,0.0,0.0
19,0.293539,0.013149,0.210845,0.0,0.0,0.0,0.3,0.4,0.6,0.0,0.0,0.0
20,0.29091,0.012935,0.221856,0.0,0.0,0.0,0.3,0.4,0.7,0.0,0.0,0.0
21,0.28889,0.013464,0.233961,0.0,0.0,0.0,0.3,0.5,0.7,0.0,0.0,0.0
22,0.28743,0.013961,0.237782,0.0,0.0,0.0,0.3,0.5,0.7,0.0,0.0,0.0
23,0.287093,0.013905,0.216676,0.0,0.0,0.0,0.3,0.5,0.7,0.0,0.0,0.0
24,0.286818,0.013898,0.258448,0.0,0.0,0.0,0.4,0.5,0.7,0.0,0.0,0.0
