epoch,train_conf_loss,train_dice,train_peak_dist,train_peak_sharp,val_conf_loss,val_dice,val_peak_dist,val_peak_sharp,train_top10,train_top50,train_top300,val_top10,val_top50,val_top300
0,0.039941,0.012527,0.530902,0.506111,0.0,0.0,0.0,0.0,0.050697,0.145754,0.252218,0.0,0.0,0.0
1,0.003704,0.01434,0.643792,0.5052,0.0,0.0,0.0,0.0,0.055767,0.160963,0.487959,0.0,0.0,0.0
2,0.003001,0.015599,0.675903,0.50616,0.0,0.0,0.0,0.0,0.074778,0.219265,0.581749,0.0,0.0,0.0
3,0.002478,0.018461,0.708477,0.508847,0.0,0.0,0.0,0.0,0.126743,0.304183,0.626109,0.0,0.0,0.0
4,0.00198,0.022183,0.758451,0.514012,0.0,0.0,0.0,0.0,0.294043,0.504436,0.771863,0.0,0.0,0.0
5,0.001493,0.029452,0.790831,0.525113,0.0,0.0,0.0,0.0,0.481622,0.640051,0.828897,0.0,0.0,0.0
6,0.001205,0.039129,0.826553,0.536349,0.0,0.0,0.0,0.0,0.613435,0.718631,0.828897,0.0,0.0,0.0
7,0.000723,0.058358,0.846355,0.55647,0.0,0.0,0.0,0.0,0.695817,0.769328,0.894804,0.0,0.0,0.0
8,0.00041,0.080655,0.862853,0.584317,0.0,0.0,0.0,0.0,0.7782,0.845374,0.931559,0.0,0.0,0.0
9,0.00017,0.107942,0.872893,0.620289,0.0,0.0,0.0,0.0,0.804816,0.874525,0.956907,0.0,0.0,0.0
10,4.3e-05,0.127659,0.872069,0.657059,0.0,0.0,0.0,0.0,0.830165,0.925222,0.991128,0.0,0.0,0.0
11,1.4e-05,0.14165,0.868667,0.682547,0.0,0.0,0.0,0.0,0.856781,0.912548,0.974651,0.0,0.0,0.0
12,6e-06,0.147479,0.867492,0.704171,0.0,0.0,0.0,0.0,0.86185,0.942966,0.988593,0.0,0.0,0.0
13,2e-06,0.149017,0.864942,0.724418,0.0,0.0,0.0,0.0,0.910013,0.980989,0.998733,0.0,0.0,0.0
14,1e-06,0.150533,0.861207,0.740099,0.0,0.0,0.0,0.0,0.958175,0.993663,1.0,0.0,0.0,0.0
15,1e-06,0.149207,0.860979,0.75336,0.0,0.0,0.0,0.0,0.954373,0.993663,1.0,0.0,0.0,0.0
16,0.0,0.149165,0.864125,0.764966,0.0,0.0,0.0,0.0,0.972117,0.993663,1.0,0.0,0.0,0.0
