prune_radius,threshold,precision,recall,f_2,tp,fp,fn
0,0.05,0.005,1.0,0.025,10,1953,0
0,0.07,0.008,1.0,0.037,10,1304,0
0,0.09,0.01,1.0,0.049,10,971,0
0,0.11,0.013,1.0,0.06,10,778,0
0,0.13,0.015,1.0,0.071,10,650,0
0,0.15,0.017,1.0,0.082,10,562,0
0,0.17,0.02,1.0,0.092,10,496,0
0,0.19,0.023,1.0,0.104,10,431,0
0,0.21,0.025,1.0,0.115,10,385,0
0,0.23,0.029,1.0,0.13,10,336,0
0,0.25,0.031,1.0,0.139,10,309,0
0,0.27,0.035,1.0,0.152,10,278,0
0,0.29,0.039,1.0,0.169,10,246,0
0,0.31,0.041,1.0,0.176,10,234,0
0,0.33,0.043,1.0,0.185,10,221,0
0,0.35,0.048,1.0,0.201,10,199,0
0,0.37,0.052,1.0,0.215,10,183,0
0,0.39,0.056,1.0,0.228,10,169,0
0,0.41,0.06,1.0,0.243,10,156,0
0,0.43,0.065,1.0,0.258,10,144,0
0,0.45,0.069,1.0,0.27,10,135,0
0,0.47,0.072,1.0,0.281,10,128,0
0,0.49,0.077,1.0,0.294,10,120,0
0,0.51,0.077,0.9,0.287,9,108,1
0,0.53,0.079,0.9,0.292,9,105,1
0,0.55,0.087,0.9,0.312,9,95,1
0,0.57,0.092,0.9,0.326,9,89,1
0,0.59,0.098,0.9,0.341,9,83,1
0,0.61,0.105,0.9,0.357,9,77,1
0,0.63,0.099,0.8,0.331,8,73,2
0,0.65,0.096,0.7,0.31,7,66,3
0,0.67,0.104,0.7,0.327,7,60,3
0,0.69,0.111,0.7,0.34,7,56,3
0,0.71,0.123,0.7,0.361,7,50,3
0,0.73,0.132,0.7,0.376,7,46,3
0,0.75,0.146,0.7,0.398,7,41,3
0,0.77,0.152,0.7,0.407,7,39,3
0,0.79,0.171,0.7,0.432,7,34,3
0,0.81,0.184,0.7,0.449,7,31,3
0,0.83,0.226,0.7,0.493,7,24,3
0,0.85,0.269,0.7,0.53,7,19,3
0,0.87,0.304,0.7,0.556,7,16,3
0,0.89,0.304,0.7,0.556,7,16,3
0,0.91,0.353,0.6,0.526,6,11,4
0,0.93,0.385,0.5,0.472,5,8,5
1,0.05,0.021,1.0,0.096,10,470,0
1,0.07,0.029,1.0,0.129,10,339,0
1,0.09,0.035,1.0,0.153,10,277,0
1,0.11,0.043,1.0,0.184,10,222,0
1,0.13,0.05,1.0,0.208,10,190,0
1,0.15,0.056,1.0,0.227,10,170,0
1,0.17,0.06,1.0,0.24,10,158,0
1,0.19,0.066,1.0,0.262,10,141,0
1,0.21,0.07,1.0,0.273,10,133,0
1,0.23,0.081,1.0,0.305,10,114,0
1,0.25,0.087,1.0,0.323,10,105,0
1,0.27,0.097,1.0,0.35,10,93,0
1,0.29,0.104,1.0,0.368,10,86,0
1,0.31,0.109,1.0,0.379,10,82,0
1,0.33,0.116,1.0,0.397,10,76,0
1,0.35,0.125,1.0,0.417,10,70,0
1,0.37,0.133,1.0,0.435,10,65,0
1,0.39,0.141,1.0,0.45,10,61,0
1,0.41,0.145,1.0,0.459,10,59,0
1,0.43,0.154,1.0,0.476,10,55,0
1,0.45,0.154,1.0,0.476,10,55,0
1,0.47,0.159,1.0,0.485,10,53,0
1,0.49,0.164,1.0,0.495,10,51,0
1,0.51,0.164,0.9,0.474,9,46,1
1,0.53,0.167,0.9,0.479,9,45,1
1,0.55,0.184,0.9,0.506,9,40,1
1,0.57,0.191,0.9,0.517,9,38,1
1,0.59,0.196,0.9,0.523,9,37,1
1,0.61,0.214,0.9,0.549,9,33,1
1,0.63,0.205,0.8,0.506,8,31,2
1,0.65,0.189,0.7,0.455,7,30,3
1,0.67,0.194,0.7,0.461,7,29,3
1,0.69,0.206,0.7,0.473,7,27,3
1,0.71,0.226,0.7,0.493,7,24,3
1,0.73,0.241,0.7,0.507,7,22,3
1,0.75,0.259,0.7,0.522,7,20,3
1,0.77,0.269,0.7,0.53,7,19,3
1,0.79,0.318,0.7,0.565,7,15,3
1,0.81,0.35,0.7,0.583,7,13,3
1,0.83,0.412,0.7,0.614,7,10,3
1,0.85,0.5,0.7,0.648,7,7,3
1,0.87,0.538,0.7,0.66,7,6,3
1,0.89,0.538,0.7,0.66,7,6,3
1,0.91,0.545,0.6,0.588,6,5,4
1,0.93,0.625,0.5,0.521,5,3,5
2,0.05,0.023,1.0,0.103,10,434,0
2,0.07,0.031,1.0,0.137,10,316,0
2,0.09,0.037,1.0,0.162,10,258,0
2,0.11,0.046,1.0,0.193,10,209,0
2,0.13,0.052,1.0,0.215,10,183,0
2,0.15,0.057,1.0,0.234,10,164,0
2,0.17,0.062,1.0,0.249,10,151,0
2,0.19,0.068,1.0,0.269,10,136,0
2,0.21,0.072,1.0,0.281,10,128,0
2,0.23,0.083,1.0,0.312,10,110,0
2,0.25,0.09,1.0,0.331,10,101,0
2,0.27,0.101,1.0,0.36,10,89,0
2,0.29,0.108,1.0,0.376,10,83,0
2,0.31,0.112,1.0,0.388,10,79,0
2,0.33,0.12,1.0,0.407,10,73,0
2,0.35,0.13,1.0,0.427,10,67,0
2,0.37,0.139,1.0,0.446,10,62,0
2,0.39,0.147,1.0,0.463,10,58,0
2,0.41,0.152,1.0,0.472,10,56,0
2,0.43,0.161,1.0,0.49,10,52,0
2,0.45,0.161,1.0,0.49,10,52,0
2,0.47,0.167,1.0,0.5,10,50,0
2,0.49,0.172,1.0,0.51,10,48,0
2,0.51,0.173,0.9,0.489,9,43,1
2,0.53,0.176,0.9,0.495,9,42,1
2,0.55,0.191,0.9,0.517,9,38,1
2,0.57,0.2,0.9,0.529,9,36,1
2,0.59,0.205,0.9,0.536,9,35,1
2,0.61,0.22,0.9,0.556,9,32,1
2,0.63,0.211,0.8,0.513,8,30,2
2,0.65,0.194,0.7,0.461,7,29,3
2,0.67,0.2,0.7,0.467,7,28,3
2,0.69,0.212,0.7,0.479,7,26,3
2,0.71,0.226,0.7,0.493,7,24,3
2,0.73,0.241,0.7,0.507,7,22,3
2,0.75,0.259,0.7,0.522,7,20,3
2,0.77,0.269,0.7,0.53,7,19,3
2,0.79,0.318,0.7,0.565,7,15,3
2,0.81,0.35,0.7,0.583,7,13,3
2,0.83,0.412,0.7,0.614,7,10,3
2,0.85,0.5,0.7,0.648,7,7,3
2,0.87,0.538,0.7,0.66,7,6,3
2,0.89,0.538,0.7,0.66,7,6,3
2,0.91,0.545,0.6,0.588,6,5,4
2,0.93,0.625,0.5,0.521,5,3,5
3,0.05,0.024,1.0,0.109,10,409,0
3,0.07,0.032,1.0,0.142,10,303,0
3,0.09,0.038,1.0,0.165,10,253,0
3,0.11,0.047,1.0,0.198,10,203,0
3,0.13,0.053,1.0,0.22,10,177,0
3,0.15,0.059,1.0,0.239,10,159,0
3,0.17,0.063,1.0,0.251,10,149,0
3,0.19,0.069,1.0,0.27,10,135,0
3,0.21,0.073,1.0,0.282,10,127,0
3,0.23,0.084,1.0,0.314,10,109,0
3,0.25,0.091,1.0,0.333,10,100,0
3,0.27,0.102,1.0,0.362,10,88,0
3,0.29,0.108,1.0,0.376,10,83,0
3,0.31,0.112,1.0,0.388,10,79,0
3,0.33,0.12,1.0,0.407,10,73,0
3,0.35,0.13,1.0,0.427,10,67,0
3,0.37,0.139,1.0,0.446,10,62,0
3,0.39,0.147,1.0,0.463,10,58,0
3,0.41,0.152,1.0,0.472,10,56,0
3,0.43,0.161,1.0,0.49,10,52,0
3,0.45,0.161,1.0,0.49,10,52,0
3,0.47,0.167,1.0,0.5,10,50,0
3,0.49,0.172,1.0,0.51,10,48,0
3,0.51,0.173,0.9,0.489,9,43,1
3,0.53,0.176,0.9,0.495,9,42,1
