epoch,train_conf_loss,train_dice,train_peak_dist,train_peak_sharp,val_conf_loss,val_dice,val_peak_dist,val_peak_sharp,train_top10,train_top50,train_top300,val_top10,val_top50,val_top300
0,0.099381,0.014857,0.659561,0.507573,0.0,0.0,0.0,0.0,0.010139,0.040558,0.17237,0.0,0.0,0.0
1,0.011928,0.015303,0.70135,0.505466,0.0,0.0,0.0,0.0,0.022814,0.081115,0.318124,0.0,0.0,0.0
2,0.007632,0.01513,0.707409,0.505102,0.0,0.0,0.0,0.0,0.032953,0.12294,0.353612,0.0,0.0,0.0
3,0.004455,0.015335,0.701051,0.505646,0.0,0.0,0.0,0.0,0.03929,0.143219,0.403042,0.0,0.0,0.0
4,0.002874,0.017459,0.71371,0.508217,0.0,0.0,0.0,0.0,0.074778,0.219265,0.495564,0.0,0.0,0.0
5,0.0023,0.020645,0.732499,0.512448,0.0,0.0,0.0,0.0,0.163498,0.35488,0.618504,0.0,0.0,0.0
6,0.001813,0.027138,0.765016,0.520605,0.0,0.0,0.0,0.0,0.370089,0.537389,0.704689,0.0,0.0,0.0
7,0.001184,0.037538,0.809433,0.536035,0.0,0.0,0.0,0.0,0.548796,0.673004,0.742712,0.0,0.0,0.0
8,0.000593,0.064821,0.847425,0.563542,0.0,0.0,0.0,0.0,0.698352,0.745247,0.766793,0.0,0.0,0.0
9,0.000295,0.093356,0.870328,0.594399,0.0,0.0,0.0,0.0,0.74398,0.761724,0.773131,0.0,0.0,0.0
10,0.000159,0.112735,0.874458,0.626019,0.0,0.0,0.0,0.0,0.766793,0.773131,0.775665,0.0,0.0,0.0
11,8e-05,0.128703,0.875203,0.658593,0.0,0.0,0.0,0.0,0.775665,0.7782,0.779468,0.0,0.0,0.0
12,2.9e-05,0.144261,0.878078,0.683092,0.0,0.0,0.0,0.0,0.7782,0.779468,0.779468,0.0,0.0,0.0
13,1.3e-05,0.145358,0.875224,0.703342,0.0,0.0,0.0,0.0,0.779468,0.779468,0.779468,0.0,0.0,0.0
14,3e-06,0.149223,0.882725,0.720662,0.0,0.0,0.0,0.0,0.779468,0.779468,0.779468,0.0,0.0,0.0
