epoch,train_conf_loss,val_conf_loss
0,3.230699,0.0
1,1.328925,0.0
2,0.105792,0.0
0,5.601235,0.0
1,1.831361,0.0
2,0.153158,0.0
3,0.087556,0.0
4,0.070831,0.0
5,0.062822,0.0
6,0.052026,0.0
7,0.040126,0.0
8,0.032262,0.0
9,0.027777,0.0
10,0.02425,0.0
11,0.02177,0.0
