epoch,train_conf_loss,train_dice,train_peak_dist,train_peak_sharp,val_conf_loss,val_dice,val_peak_dist,val_peak_sharp,train_top10,train_top50,train_top300,val_top10,val_top50,val_top300
0,0.034644,0.012369,0.542001,0.506119,0.0,0.0,0.0,0.0,0.08365,0.141952,0.268695,0.0,0.0,0.0
1,0.003437,0.014348,0.642015,0.50524,0.0,0.0,0.0,0.0,0.069708,0.178707,0.494297,0.0,0.0,0.0
2,0.002832,0.01602,0.683568,0.506462,0.0,0.0,0.0,0.0,0.077313,0.240811,0.564005,0.0,0.0,0.0
3,0.002337,0.019058,0.735649,0.509281,0.0,0.0,0.0,0.0,0.187579,0.423321,0.686946,0.0,0.0,0.0
4,0.001904,0.022997,0.77173,0.514161,0.0,0.0,0.0,0.0,0.316857,0.539924,0.741445,0.0,0.0,0.0
