epoch,train_conf_loss,train_dice,train_comp,val_conf_loss,val_dice,val_comp,train_top10,train_top50,train_top300,val_top10,val_top50,val_top300
0,0.180174,0.023176,0.172916,0.0,0.0,0.0,0.051758,0.162109,0.458984,0.0,0.0,0.0
1,0.128248,0.054387,0.336125,0.0,0.0,0.0,0.089844,0.277344,0.663086,0.0,0.0,0.0
2,0.119512,0.079856,0.377429,0.0,0.0,0.0,0.154297,0.414062,0.729492,0.0,0.0,0.0
3,0.113181,0.1049,0.425662,0.0,0.0,0.0,0.263672,0.508789,0.794922,0.0,0.0,0.0
4,0.099605,0.145147,0.478931,0.0,0.0,0.0,0.395508,0.633789,0.851562,0.0,0.0,0.0
5,0.092991,0.182759,0.535309,0.0,0.0,0.0,0.481445,0.722656,0.881836,0.0,0.0,0.0
6,0.092913,0.19815,0.558497,0.0,0.0,0.0,0.558594,0.737305,0.896484,0.0,0.0,0.0
7,0.085394,0.236032,0.609714,0.0,0.0,0.0,0.644531,0.785156,0.896484,0.0,0.0,0.0
8,0.081842,0.244465,0.615245,0.0,0.0,0.0,0.635742,0.78418,0.910156,0.0,0.0,0.0
9,0.076475,0.254367,0.633199,0.0,0.0,0.0,0.708008,0.823242,0.923828,0.0,0.0,0.0
