epoch,train_conf_loss,train_dice,train_topk,val_conf_loss,val_dice,val_topk
74,0.209145,0.054848,0.0,0.0,0.0,0.0
75,0.20876,0.054731,0.0,0.0,0.0,0.0
76,0.208393,0.054764,0.0,0.0,0.0,0.0
77,0.208096,0.054896,0.0,0.0,0.0,0.0
78,0.207686,0.054866,0.0,0.0,0.0,0.0
79,0.207417,0.055038,0.0,0.0,0.0,0.0
80,0.207297,0.054919,0.0,0.0,0.0,0.0
81,0.206983,0.055037,0.0,0.0,0.0,0.0
82,0.206779,0.054948,0.0,0.0,0.0,0.0
83,0.206616,0.0549,0.0,0.0,0.0,0.0
84,0.206371,0.05502,0.0,0.0,0.0,0.0
85,0.206215,0.054929,0.0,0.0,0.0,0.0
86,0.206071,0.055137,0.0,0.0,0.0,0.0
87,0.20596,0.055153,0.0,0.0,0.0,0.0
88,0.205814,0.054953,0.0,0.0,0.0,0.0
89,0.205768,0.055193,0.0,0.0,0.0,0.0
90,0.205669,0.05501,0.0,0.0,0.0,0.0
91,0.2056,0.055323,0.0,0.0,0.0,0.0
92,0.205501,0.05504,0.0,0.0,0.0,0.0
93,0.205474,0.055108,0.0,0.0,0.0,0.0
94,0.205476,0.054979,0.0,0.0,0.0,0.0
95,0.205371,0.055152,0.0,0.0,0.0,0.0
96,0.205397,0.055158,0.0,0.0,0.0,0.0
97,0.205336,0.055141,0.0,0.0,0.0,0.0
98,0.205303,0.055034,0.0,0.0,0.0,0.0
99,0.205364,0.055225,0.0,0.0,0.0,0.0
0,0.669327,0.040466,0.0,0.0,0.0,0.0
1,0.585079,0.039273,0.0,0.0,0.0,0.0
2,0.552142,0.03922,0.0,0.0,0.0,0.0
3,0.509273,0.039369,0.0,0.0,0.0,0.0
4,0.494156,0.039518,0.0,0.0,0.0,0.0
5,0.48756,0.039629,0.0,0.0,0.0,0.0
6,0.482612,0.039669,0.0,0.0,0.0,0.0
7,0.479375,0.039782,0.076923,0.0,0.0,0.0
8,0.477458,0.039663,0.076923,0.0,0.0,0.0
9,0.472618,0.039827,0.153846,0.0,0.0,0.0
10,0.46792,0.039901,0.192308,0.0,0.0,0.0
11,0.463199,0.040269,0.115385,0.0,0.0,0.0
12,0.459586,0.040253,0.461538,0.0,0.0,0.0
13,0.456043,0.040531,0.538462,0.0,0.0,0.0
14,0.453005,0.04091,0.576923,0.0,0.0,0.0
15,0.448931,0.041702,0.5,0.0,0.0,0.0
16,0.444639,0.042402,0.576923,0.0,0.0,0.0
17,0.440372,0.043677,0.538462,0.0,0.0,0.0
18,0.434389,0.045375,0.5,0.0,0.0,0.0
19,0.429537,0.048002,0.538462,0.0,0.0,0.0
20,0.424892,0.049357,0.461538,0.0,0.0,0.0
21,0.419501,0.051287,0.538462,0.0,0.0,0.0
22,0.41441,0.052125,0.653846,0.0,0.0,0.0
23,0.411971,0.052663,0.730769,0.0,0.0,0.0
24,0.409033,0.051462,0.730769,0.0,0.0,0.0
25,0.405078,0.053409,0.653846,0.0,0.0,0.0
26,0.402195,0.05344,0.692308,0.0,0.0,0.0
27,0.398944,0.053422,0.769231,0.0,0.0,0.0
28,0.395701,0.054146,0.769231,0.0,0.0,0.0
29,0.392813,0.054367,0.807692,0.0,0.0,0.0
30,0.390106,0.054854,0.769231,0.0,0.0,0.0
31,0.387388,0.055017,0.807692,0.0,0.0,0.0
32,0.385048,0.055123,0.807692,0.0,0.0,0.0
33,0.383483,0.055227,0.807692,0.0,0.0,0.0
34,0.380551,0.055733,0.846154,0.0,0.0,0.0
35,0.378566,0.056016,0.807692,0.0,0.0,0.0
36,0.376337,0.056031,0.846154,0.0,0.0,0.0
37,0.374501,0.056656,0.846154,0.0,0.0,0.0
38,0.372298,0.056524,0.846154,0.0,0.0,0.0
39,0.370963,0.056445,0.846154,0.0,0.0,0.0
40,0.368784,0.057537,0.846154,0.0,0.0,0.0
41,0.366655,0.056966,0.846154,0.0,0.0,0.0
42,0.365402,0.057467,0.846154,0.0,0.0,0.0
43,0.363614,0.058253,0.846154,0.0,0.0,0.0
44,0.361636,0.058107,0.846154,0.0,0.0,0.0
45,0.359847,0.058253,0.846154,0.0,0.0,0.0
46,0.358398,0.058581,0.846154,0.0,0.0,0.0
47,0.356893,0.058961,0.846154,0.0,0.0,0.0
48,0.355872,0.058846,0.846154,0.0,0.0,0.0
49,0.354892,0.059164,0.884615,0.0,0.0,0.0
50,0.353125,0.059644,0.846154,0.0,0.0,0.0
51,0.35169,0.05971,0.846154,0.0,0.0,0.0
52,0.350397,0.060248,0.846154,0.0,0.0,0.0
53,0.349319,0.060079,0.846154,0.0,0.0,0.0
54,0.34858,0.060103,0.846154,0.0,0.0,0.0
55,0.347245,0.060469,0.846154,0.0,0.0,0.0
56,0.346053,0.060601,0.846154,0.0,0.0,0.0
57,0.345382,0.060858,0.846154,0.0,0.0,0.0
58,0.344115,0.061191,0.846154,0.0,0.0,0.0
59,0.343028,0.061295,0.846154,0.0,0.0,0.0
60,0.341932,0.061136,0.846154,0.0,0.0,0.0
61,0.341299,0.061964,0.846154,0.0,0.0,0.0
62,0.340436,0.061455,0.884615,0.0,0.0,0.0
63,0.339713,0.062007,0.846154,0.0,0.0,0.0
64,0.339179,0.062079,0.846154,0.0,0.0,0.0
65,0.338404,0.062278,0.846154,0.0,0.0,0.0
66,0.33771,0.062589,0.846154,0.0,0.0,0.0
67,0.337101,0.062298,0.846154,0.0,0.0,0.0
68,0.336512,0.062661,0.846154,0.0,0.0,0.0
69,0.335912,0.062576,0.846154,0.0,0.0,0.0
70,0.335473,0.06289,0.846154,0.0,0.0,0.0
71,0.334897,0.06289,0.846154,0.0,0.0,0.0
72,0.334421,0.062987,0.846154,0.0,0.0,0.0
73,0.333895,0.063261,0.846154,0.0,0.0,0.0
74,0.333517,0.062871,0.846154,0.0,0.0,0.0
75,0.333223,0.063275,0.846154,0.0,0.0,0.0
76,0.332769,0.063543,0.846154,0.0,0.0,0.0
77,0.332555,0.06372,0.846154,0.0,0.0,0.0
78,0.332118,0.063351,0.846154,0.0,0.0,0.0
79,0.331887,0.06354,0.846154,0.0,0.0,0.0
80,0.331584,0.063521,0.846154,0.0,0.0,0.0
81,0.331326,0.063762,0.846154,0.0,0.0,0.0
82,0.331192,0.063952,0.846154,0.0,0.0,0.0
83,0.330987,0.063478,0.846154,0.0,0.0,0.0
84,0.330736,0.063832,0.846154,0.0,0.0,0.0
85,0.330569,0.06411,0.846154,0.0,0.0,0.0
86,0.330505,0.063824,0.846154,0.0,0.0,0.0
87,0.330365,0.063937,0.846154,0.0,0.0,0.0
88,0.330236,0.064032,0.846154,0.0,0.0,0.0
89,0.330087,0.064051,0.846154,0.0,0.0,0.0
90,0.330024,0.063985,0.846154,0.0,0.0,0.0
91,0.329916,0.06381,0.846154,0.0,0.0,0.0
92,0.329871,0.064262,0.846154,0.0,0.0,0.0
93,0.32985,0.064068,0.884615,0.0,0.0,0.0
94,0.329831,0.064123,0.846154,0.0,0.0,0.0
95,0.329819,0.063471,0.846154,0.0,0.0,0.0
96,0.32973,0.064515,0.846154,0.0,0.0,0.0
97,0.329732,0.063931,0.846154,0.0,0.0,0.0
98,0.329755,0.064541,0.884615,0.0,0.0,0.0
99,0.329749,0.063905,0.846154,0.0,0.0,0.0
