epoch,train_conf_loss,train_dice,train_topk,val_conf_loss,val_dice,val_topk
0,0.344478,0.042505,0.0,0.0,0.0,0.0
1,0.333453,0.045921,0.0,0.0,0.0,0.0
2,0.325975,0.04792,0.0,0.0,0.0,0.0
3,0.31842,0.049345,0.0,0.0,0.0,0.0
4,0.307212,0.050701,0.038462,0.0,0.0,0.0
5,0.3026,0.049407,0.0,0.0,0.0,0.0
6,0.300652,0.049593,0.0,0.0,0.0,0.0
7,0.298652,0.049411,0.0,0.0,0.0,0.0
8,0.296739,0.048718,0.0,0.0,0.0,0.0
9,0.294356,0.04912,0.0,0.0,0.0,0.0
10,0.292799,0.048862,0.0,0.0,0.0,0.0
11,0.291042,0.050065,0.0,0.0,0.0,0.0
12,0.289026,0.04899,0.0,0.0,0.0,0.0
13,0.286902,0.049735,0.0,0.0,0.0,0.0
14,0.284839,0.049733,0.0,0.0,0.0,0.0
15,0.282882,0.050375,0.0,0.0,0.0,0.0
16,0.280843,0.050565,0.0,0.0,0.0,0.0
17,0.279502,0.050085,0.0,0.0,0.0,0.0
18,0.277592,0.0501,0.0,0.0,0.0,0.0
19,0.275573,0.050474,0.0,0.0,0.0,0.0
20,0.273679,0.050495,0.0,0.0,0.0,0.0
21,0.272197,0.050394,0.0,0.0,0.0,0.0
22,0.270273,0.05072,0.0,0.0,0.0,0.0
23,0.268827,0.05091,0.0,0.0,0.0,0.0
24,0.267179,0.050352,0.0,0.0,0.0,0.0
25,0.265426,0.050714,0.0,0.0,0.0,0.0
26,0.263558,0.050896,0.0,0.0,0.0,0.0
27,0.261497,0.051099,0.0,0.0,0.0,0.0
28,0.259845,0.051292,0.0,0.0,0.0,0.0
29,0.258388,0.051279,0.0,0.0,0.0,0.0
30,0.256999,0.051313,0.0,0.0,0.0,0.0
31,0.255319,0.051042,0.0,0.0,0.0,0.0
32,0.253469,0.051562,0.0,0.0,0.0,0.0
33,0.2516,0.05186,0.0,0.0,0.0,0.0
34,0.2501,0.051597,0.0,0.0,0.0,0.0
35,0.248484,0.051949,0.0,0.0,0.0,0.0
36,0.24693,0.051874,0.0,0.0,0.0,0.0
37,0.245154,0.052124,0.0,0.0,0.0,0.0
38,0.24393,0.051906,0.0,0.0,0.0,0.0
39,0.242206,0.052226,0.0,0.0,0.0,0.0
40,0.240723,0.052227,0.0,0.0,0.0,0.0
41,0.239452,0.052334,0.0,0.0,0.0,0.0
42,0.237925,0.05264,0.0,0.0,0.0,0.0
43,0.236526,0.052403,0.0,0.0,0.0,0.0
44,0.235095,0.052666,0.0,0.0,0.0,0.0
45,0.234104,0.052691,0.0,0.0,0.0,0.0
46,0.232782,0.053045,0.0,0.0,0.0,0.0
47,0.231443,0.052799,0.0,0.0,0.0,0.0
48,0.23003,0.052869,0.0,0.0,0.0,0.0
49,0.228957,0.05284,0.0,0.0,0.0,0.0
50,0.227729,0.053031,0.0,0.0,0.0,0.0
51,0.226235,0.053535,0.0,0.0,0.0,0.0
52,0.225144,0.053626,0.0,0.0,0.0,0.0
53,0.224201,0.053158,0.0,0.0,0.0,0.0
54,0.223172,0.053629,0.0,0.0,0.0,0.0
55,0.222228,0.053509,0.0,0.0,0.0,0.0
56,0.221153,0.053527,0.0,0.0,0.0,0.0
57,0.220184,0.053672,0.0,0.0,0.0,0.0
58,0.219128,0.054101,0.0,0.0,0.0,0.0
59,0.218234,0.053929,0.0,0.0,0.0,0.0
60,0.217438,0.053959,0.0,0.0,0.0,0.0
61,0.21674,0.054006,0.0,0.0,0.0,0.0
62,0.215988,0.05393,0.0,0.0,0.0,0.0
63,0.215124,0.054258,0.0,0.0,0.0,0.0
64,0.214446,0.054119,0.0,0.0,0.0,0.0
65,0.213698,0.054365,0.0,0.0,0.0,0.0
66,0.213087,0.05433,0.0,0.0,0.0,0.0
67,0.212708,0.054226,0.0,0.0,0.0,0.0
68,0.211959,0.054401,0.0,0.0,0.0,0.0
69,0.211437,0.054619,0.0,0.0,0.0,0.0
70,0.210914,0.05459,0.0,0.0,0.0,0.0
71,0.210376,0.054481,0.0,0.0,0.0,0.0
72,0.209881,0.054608,0.0,0.0,0.0,0.0
73,0.209487,0.054563,0.0,0.0,0.0,0.0
