epoch,train_conf_loss,train_dice,train_peak_dist,train_peak_sharp,val_conf_loss,val_dice,val_peak_dist,val_peak_sharp,train_top0.1,train_top1,train_top10,val_top0.1,val_top1,val_top10
0,0.031355,0.009249,0.515751,0.505948,0.0,0.0,0.0,0.0,0.0,0.008306,0.121262,0.0,0.0,0.0
1,0.002064,0.009937,0.519562,0.504746,0.0,0.0,0.0,0.0,0.003322,0.049834,0.414452,0.0,0.0,0.0
2,0.001258,0.010837,0.68076,0.505538,0.0,0.0,0.0,0.0,0.01412,0.08804,0.595515,0.0,0.0,0.0
3,0.000935,0.013203,0.724564,0.50875,0.0,0.0,0.0,0.0,0.04485,0.204319,0.707641,0.0,0.0,0.0
4,0.000819,0.015956,0.751286,0.513316,0.0,0.0,0.0,0.0,0.098007,0.341362,0.836379,0.0,0.0,0.0
5,0.000748,0.019492,0.77245,0.519177,0.0,0.0,0.0,0.0,0.159468,0.465947,0.909468,0.0,0.0,0.0
6,0.000708,0.021933,0.78877,0.523621,0.0,0.0,0.0,0.0,0.23505,0.571429,0.936877,0.0,0.0,0.0
7,0.000587,0.028854,0.82642,0.537118,0.0,0.0,0.0,0.0,0.39701,0.73505,0.978405,0.0,0.0,0.0
8,0.000516,0.034969,0.840989,0.55097,0.0,0.0,0.0,0.0,0.51495,0.82392,0.983389,0.0,0.0,0.0
9,0.000431,0.043364,0.863762,0.564753,0.0,0.0,0.0,0.0,0.600498,0.88289,0.989203,0.0,0.0,0.0
10,0.000387,0.052943,0.870515,0.579387,0.0,0.0,0.0,0.0,0.668605,0.921927,0.991694,0.0,0.0,0.0
11,0.000324,0.062637,0.881814,0.594564,0.0,0.0,0.0,0.0,0.712625,0.946013,0.990864,0.0,0.0,0.0
12,0.00028,0.076701,0.889899,0.619787,0.0,0.0,0.0,0.0,0.725914,0.965947,0.992525,0.0,0.0,0.0
13,0.000259,0.093007,0.892059,0.644921,0.0,0.0,0.0,0.0,0.740864,0.959302,0.992525,0.0,0.0,0.0
14,0.000187,0.110701,0.900632,0.673512,0.0,0.0,0.0,0.0,0.835548,0.975914,0.992525,0.0,0.0,0.0
15,0.000163,0.120953,0.899876,0.690672,0.0,0.0,0.0,0.0,0.842193,0.982558,0.994186,0.0,0.0,0.0
16,0.000164,0.126871,0.903202,0.705187,0.0,0.0,0.0,0.0,0.855482,0.981728,0.992525,0.0,0.0,0.0
17,0.000128,0.140093,0.907982,0.726381,0.0,0.0,0.0,0.0,0.872924,0.986711,0.996678,0.0,0.0,0.0
18,0.000123,0.146158,0.906373,0.737942,0.0,0.0,0.0,0.0,0.893688,0.98505,0.995847,0.0,0.0,0.0
19,0.000121,0.150716,0.906004,0.748366,0.0,0.0,0.0,0.0,0.897841,0.989203,0.997508,0.0,0.0,0.0
20,0.000106,0.156711,0.906888,0.75822,0.0,0.0,0.0,0.0,0.91113,0.988372,0.997508,0.0,0.0,0.0
21,8.4e-05,0.167267,0.910073,0.773174,0.0,0.0,0.0,0.0,0.921927,0.993355,0.997508,0.0,0.0,0.0
22,7.1e-05,0.17375,0.908063,0.785416,0.0,0.0,0.0,0.0,0.92691,0.993355,0.998339,0.0,0.0,0.0
23,6.9e-05,0.177215,0.911344,0.794075,0.0,0.0,0.0,0.0,0.947674,0.993355,0.997508,0.0,0.0,0.0
24,6.7e-05,0.182753,0.911614,0.802262,0.0,0.0,0.0,0.0,0.940199,0.995017,0.998339,0.0,0.0,0.0
25,5.8e-05,0.188162,0.91151,0.808066,0.0,0.0,0.0,0.0,0.948505,0.995017,0.998339,0.0,0.0,0.0
26,5e-05,0.193742,0.905072,0.817623,0.0,0.0,0.0,0.0,0.942691,0.995017,0.998339,0.0,0.0,0.0
27,4.8e-05,0.196565,0.911964,0.823169,0.0,0.0,0.0,0.0,0.956811,0.995017,0.999169,0.0,0.0,0.0
28,4.3e-05,0.202625,0.913244,0.832077,0.0,0.0,0.0,0.0,0.959302,0.998339,0.999169,0.0,0.0,0.0
29,3.8e-05,0.206535,0.913811,0.835923,0.0,0.0,0.0,0.0,0.964286,0.996678,0.999169,0.0,0.0,0.0
30,3.7e-05,0.209575,0.911724,0.840528,0.0,0.0,0.0,0.0,0.968439,0.996678,0.999169,0.0,0.0,0.0
31,3.5e-05,0.212508,0.914823,0.84444,0.0,0.0,0.0,0.0,0.971761,0.999169,0.999169,0.0,0.0,0.0
32,3.3e-05,0.213435,0.915121,0.847901,0.0,0.0,0.0,0.0,0.975914,0.999169,0.999169,0.0,0.0,0.0
33,3.1e-05,0.216173,0.912499,0.852555,0.0,0.0,0.0,0.0,0.977575,0.999169,0.999169,0.0,0.0,0.0
34,3e-05,0.218211,0.91401,0.854287,0.0,0.0,0.0,0.0,0.980897,0.999169,0.999169,0.0,0.0,0.0
35,2.9e-05,0.220051,0.91357,0.85735,0.0,0.0,0.0,0.0,0.980897,0.998339,0.999169,0.0,0.0,0.0
36,2.6e-05,0.223495,0.914483,0.860518,0.0,0.0,0.0,0.0,0.98505,0.999169,0.999169,0.0,0.0,0.0
37,2.5e-05,0.225296,0.91442,0.862792,0.0,0.0,0.0,0.0,0.98588,0.998339,0.999169,0.0,0.0,0.0
