epoch,train_conf_loss,train_dice,train_peak_dist,train_peak_sharp,val_conf_loss,val_dice,val_peak_dist,val_peak_sharp,train_top10,train_top50,train_top300,val_top10,val_top50,val_top300
0,0.061578,0.01318,0.577856,0.504739,0.0,0.0,0.0,0.0,0.032953,0.108999,0.233207,0.0,0.0,0.0
1,0.032802,0.013563,0.576608,0.503936,0.0,0.0,0.0,0.0,0.076046,0.169835,0.405577,0.0,0.0,0.0
2,0.026849,0.013588,0.651655,0.503963,0.0,0.0,0.0,0.0,0.040558,0.119138,0.377693,0.0,0.0,0.0
3,0.020152,0.01353,0.629418,0.503923,0.0,0.0,0.0,0.0,0.067174,0.155894,0.448669,0.0,0.0,0.0
4,0.013622,0.013521,0.634512,0.503943,0.0,0.0,0.0,0.0,0.058302,0.145754,0.456274,0.0,0.0,0.0
5,0.008381,0.013672,0.641759,0.504072,0.0,0.0,0.0,0.0,0.050697,0.154626,0.441065,0.0,0.0,0.0
6,0.004936,0.014202,0.682512,0.504653,0.0,0.0,0.0,0.0,0.055767,0.17744,0.455006,0.0,0.0,0.0
7,0.003147,0.015981,0.70876,0.506427,0.0,0.0,0.0,0.0,0.08365,0.235741,0.536122,0.0,0.0,0.0
8,0.002375,0.019338,0.753384,0.509287,0.0,0.0,0.0,0.0,0.150824,0.377693,0.628644,0.0,0.0,0.0
9,0.001953,0.023515,0.767063,0.513057,0.0,0.0,0.0,0.0,0.26616,0.489227,0.769328,0.0,0.0,0.0
10,0.001586,0.027863,0.78717,0.520932,0.0,0.0,0.0,0.0,0.411914,0.618504,0.7782,0.0,0.0,0.0
11,0.001228,0.037316,0.814715,0.532232,0.0,0.0,0.0,0.0,0.553866,0.675539,0.78834,0.0,0.0,0.0
12,0.000865,0.048066,0.839846,0.542802,0.0,0.0,0.0,0.0,0.65019,0.718631,0.816223,0.0,0.0,0.0
13,0.000673,0.0587,0.851963,0.555293,0.0,0.0,0.0,0.0,0.707224,0.750317,0.809886,0.0,0.0,0.0
14,0.00048,0.072791,0.861592,0.571602,0.0,0.0,0.0,0.0,0.728771,0.757921,0.785805,0.0,0.0,0.0
15,0.000347,0.089136,0.869034,0.596567,0.0,0.0,0.0,0.0,0.754119,0.765526,0.816223,0.0,0.0,0.0
16,0.000229,0.105516,0.872531,0.623911,0.0,0.0,0.0,0.0,0.768061,0.780735,0.816223,0.0,0.0,0.0
