epoch,train_conf_loss,train_dice,train_peak_dist,train_peak_sharp,val_conf_loss,val_dice,val_peak_dist,val_peak_sharp,train_top10,train_top50,train_top300,val_top10,val_top50,val_top300
0,0.040108,0.012434,0.514153,0.505085,0.0,0.0,0.0,0.0,0.131812,0.173638,0.229404,0.0,0.0,0.0
1,0.011106,0.013471,0.456657,0.504418,0.0,0.0,0.0,0.0,0.154626,0.237009,0.448669,0.0,0.0,0.0
2,0.007574,0.013672,0.541936,0.504342,0.0,0.0,0.0,0.0,0.098859,0.209125,0.523447,0.0,0.0,0.0
3,0.00469,0.01405,0.614062,0.504604,0.0,0.0,0.0,0.0,0.070976,0.17744,0.491762,0.0,0.0,0.0
4,0.002987,0.0165,0.682552,0.50709,0.0,0.0,0.0,0.0,0.07858,0.234474,0.588086,0.0,0.0,0.0
5,0.00228,0.021187,0.735938,0.511162,0.0,0.0,0.0,0.0,0.152091,0.385298,0.681876,0.0,0.0,0.0
6,0.001758,0.026419,0.775159,0.518128,0.0,0.0,0.0,0.0,0.324461,0.536122,0.74398,0.0,0.0,0.0
7,0.001398,0.033264,0.803118,0.531244,0.0,0.0,0.0,0.0,0.525982,0.656527,0.811153,0.0,0.0,0.0
8,0.000965,0.05108,0.835859,0.551412,0.0,0.0,0.0,0.0,0.642586,0.719899,0.836502,0.0,0.0,0.0
9,0.000505,0.076285,0.857396,0.575034,0.0,0.0,0.0,0.0,0.73384,0.803549,0.917617,0.0,0.0,0.0
10,0.000202,0.104898,0.871962,0.609369,0.0,0.0,0.0,0.0,0.803549,0.891001,0.970849,0.0,0.0,0.0
11,0.000107,0.124566,0.874601,0.640444,0.0,0.0,0.0,0.0,0.831432,0.925222,0.984791,0.0,0.0,0.0
12,3.5e-05,0.13902,0.876054,0.668315,0.0,0.0,0.0,0.0,0.882129,0.961977,0.984791,0.0,0.0,0.0
13,1.7e-05,0.141015,0.89125,0.692122,0.0,0.0,0.0,0.0,0.896071,0.958175,0.974651,0.0,0.0,0.0
14,8e-06,0.146244,0.8871,0.710329,0.0,0.0,0.0,0.0,0.932826,0.964512,0.988593,0.0,0.0,0.0
15,4e-06,0.147505,0.891584,0.725779,0.0,0.0,0.0,0.0,0.913815,0.965779,0.987326,0.0,0.0,0.0
16,5e-06,0.148524,0.874408,0.740356,0.0,0.0,0.0,0.0,0.926489,0.975919,0.99493,0.0,0.0,0.0
17,3e-06,0.148891,0.864216,0.750891,0.0,0.0,0.0,0.0,0.888466,0.946768,0.982256,0.0,0.0,0.0
