epoch,train_conf_loss,train_dice,train_comp,val_conf_loss,val_dice,val_comp,train_top10,train_top50,train_top300,val_top10,val_top50,val_top300
0,4.343553,0.010033,0.061186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.252902,0.010006,0.034194,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0
2,4.164797,0.009905,0.067171,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0
3,4.100784,0.009727,0.09226,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
4,4.045318,0.009614,0.056357,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0
5,3.995257,0.009387,0.080511,0.0,0.0,0.0,0.1,0.2,0.2,0.0,0.0,0.0
6,3.923995,0.009345,0.071173,0.0,0.0,0.0,0.2,0.4,0.4,0.0,0.0,0.0
7,3.834392,0.009301,0.141418,0.0,0.0,0.0,0.4,0.5,0.7,0.0,0.0,0.0
8,3.746667,0.008997,0.158858,0.0,0.0,0.0,0.6,0.7,0.8,0.0,0.0,0.0
9,3.665061,0.009468,0.205855,0.0,0.0,0.0,0.7,0.8,0.9,0.0,0.0,0.0
10,3.605963,0.008991,0.187445,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
11,3.573026,0.009493,0.2095,0.0,0.0,0.0,0.9,0.9,1.0,0.0,0.0,0.0
12,3.526282,0.008992,0.22228,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
13,3.500626,0.009392,0.218079,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
14,3.482192,0.009223,0.231283,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
15,3.469846,0.009199,0.240493,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
16,3.458499,0.009333,0.266107,0.0,0.0,0.0,0.9,0.9,1.0,0.0,0.0,0.0
17,3.459639,0.009103,0.237448,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
18,3.44806,0.009327,0.216489,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
19,3.445532,0.00918,0.24007,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
20,3.447048,0.009245,0.242419,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
21,3.44173,0.009342,0.247617,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
22,3.438264,0.009201,0.242036,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
23,3.437109,0.009235,0.242998,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
24,3.438336,0.009216,0.271854,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
0,4.060211,0.009985,0.051977,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
1,3.871081,0.010633,0.169507,0.0,0.0,0.0,0.1,0.3,0.8,0.0,0.0,0.0
2,3.611419,0.012531,0.318816,0.0,0.0,0.0,0.7,0.9,0.9,0.0,0.0,0.0
3,3.393902,0.014047,0.384641,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
4,3.264165,0.014612,0.388363,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
5,3.213645,0.015459,0.419168,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
6,3.115219,0.015652,0.392426,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
7,3.076544,0.016832,0.449679,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
8,3.045665,0.017332,0.474255,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
9,3.028453,0.017624,0.471491,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
10,3.002797,0.018597,0.475199,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
11,2.983838,0.018735,0.501081,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
12,2.972161,0.0192,0.488745,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
13,2.963601,0.020078,0.534709,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
14,2.957914,0.020091,0.531196,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
15,2.946397,0.020502,0.574969,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
16,2.939581,0.021068,0.532052,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
17,2.930555,0.021284,0.54043,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
18,2.926493,0.021408,0.538434,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
19,2.923133,0.021707,0.574083,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
20,2.921141,0.021844,0.57584,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
21,2.920019,0.022008,0.581102,0.0,0.0,0.0,0.9,0.9,1.0,0.0,0.0,0.0
22,2.919347,0.021815,0.516823,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
23,2.917567,0.022156,0.614501,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
24,2.916908,0.022188,0.614257,0.0,0.0,0.0,0.9,0.9,0.9,0.0,0.0,0.0
