epoch,train_conf_loss,train_dice,train_peak_dist,train_peak_sharp,val_conf_loss,val_dice,val_peak_dist,val_peak_sharp,train_top10,train_top50,train_top300,val_top10,val_top50,val_top300
0,0.10695,0.01508,0.650528,0.506914,0.0,0.0,0.0,0.0,0.00507,0.035488,0.204056,0.0,0.0,0.0
1,0.009705,0.014943,0.706803,0.505166,0.0,0.0,0.0,0.0,0.024081,0.089987,0.301648,0.0,0.0,0.0
2,0.006397,0.014872,0.700859,0.504961,0.0,0.0,0.0,0.0,0.032953,0.110266,0.373891,0.0,0.0,0.0
3,0.003953,0.015451,0.698255,0.505676,0.0,0.0,0.0,0.0,0.043093,0.158428,0.441065,0.0,0.0,0.0
4,0.002686,0.018193,0.718872,0.508621,0.0,0.0,0.0,0.0,0.097592,0.258555,0.557668,0.0,0.0,0.0
5,0.001961,0.024173,0.758957,0.516838,0.0,0.0,0.0,0.0,0.295311,0.505703,0.685678,0.0,0.0,0.0
6,0.001263,0.035292,0.815302,0.529404,0.0,0.0,0.0,0.0,0.543726,0.656527,0.73891,0.0,0.0,0.0
7,0.000511,0.065067,0.851698,0.55624,0.0,0.0,0.0,0.0,0.712294,0.746515,0.764259,0.0,0.0,0.0
8,0.000233,0.089872,0.870031,0.585781,0.0,0.0,0.0,0.0,0.754119,0.761724,0.776933,0.0,0.0,0.0
9,7.2e-05,0.115401,0.8773,0.617588,0.0,0.0,0.0,0.0,0.773131,0.776933,0.779468,0.0,0.0,0.0
10,3.5e-05,0.12634,0.876568,0.641897,0.0,0.0,0.0,0.0,0.7782,0.7782,0.7782,0.0,0.0,0.0
