epoch,train_conf_loss,train_dice,train_peak_dist,train_peak_sharp,val_conf_loss,val_dice,val_peak_dist,val_peak_sharp,train_top10,train_top50,train_top300,val_top10,val_top50,val_top300
0,0.040294,0.012505,0.529347,0.50612,0.0,0.0,0.0,0.0,0.058302,0.145754,0.257288,0.0,0.0,0.0
1,0.003702,0.014338,0.64358,0.505186,0.0,0.0,0.0,0.0,0.058302,0.160963,0.486692,0.0,0.0,0.0
2,0.003001,0.015592,0.676249,0.506151,0.0,0.0,0.0,0.0,0.074778,0.219265,0.580482,0.0,0.0,0.0
3,0.002475,0.018455,0.710923,0.508889,0.0,0.0,0.0,0.0,0.13308,0.307985,0.628644,0.0,0.0,0.0
4,0.001967,0.022215,0.760157,0.514129,0.0,0.0,0.0,0.0,0.31052,0.515843,0.765526,0.0,0.0,0.0
5,0.001461,0.029168,0.797171,0.525212,0.0,0.0,0.0,0.0,0.491762,0.653992,0.82763,0.0,0.0,0.0
6,0.001099,0.03986,0.839524,0.538952,0.0,0.0,0.0,0.0,0.640051,0.73384,0.859316,0.0,0.0,0.0
7,0.000686,0.061841,0.85358,0.561632,0.0,0.0,0.0,0.0,0.705957,0.785805,0.91635,0.0,0.0,0.0
8,0.000319,0.087556,0.865133,0.592762,0.0,0.0,0.0,0.0,0.780735,0.844106,0.931559,0.0,0.0,0.0
9,0.000127,0.112007,0.875947,0.626615,0.0,0.0,0.0,0.0,0.828897,0.894804,0.958175,0.0,0.0,0.0
10,4.9e-05,0.131695,0.887105,0.660487,0.0,0.0,0.0,0.0,0.87706,0.967047,0.996198,0.0,0.0,0.0
11,2.5e-05,0.142377,0.880104,0.68513,0.0,0.0,0.0,0.0,0.897338,0.965779,0.996198,0.0,0.0,0.0
12,1.4e-05,0.148359,0.889952,0.706117,0.0,0.0,0.0,0.0,0.920152,0.996198,1.0,0.0,0.0,0.0
13,5e-06,0.149136,0.88977,0.723678,0.0,0.0,0.0,0.0,0.91128,0.983523,1.0,0.0,0.0,0.0
14,1e-06,0.148524,0.879431,0.740255,0.0,0.0,0.0,0.0,0.903676,0.991128,1.0,0.0,0.0,0.0
15,1e-06,0.148762,0.884792,0.753047,0.0,0.0,0.0,0.0,0.936629,0.987326,1.0,0.0,0.0,0.0
16,1e-06,0.150825,0.869953,0.763862,0.0,0.0,0.0,0.0,0.949303,0.986058,0.998733,0.0,0.0,0.0
17,0.0,0.150581,0.865768,0.774555,0.0,0.0,0.0,0.0,0.978454,1.0,1.0,0.0,0.0,0.0
18,0.0,0.152423,0.864363,0.782857,0.0,0.0,0.0,0.0,0.979721,0.998733,1.0,0.0,0.0,0.0
