epoch,train_conf_loss,val_conf_loss
0,2.13548,0.0
0,1.349476,0.0
1,0.024261,0.0
0,0.81302,0.0
1,0.064034,0.0
2,0.063059,0.0
3,0.050175,0.0
4,0.052971,0.0
5,0.055123,0.0
6,0.049635,0.0
7,0.050521,0.0
8,0.050602,0.0
9,0.067659,0.0
10,0.052167,0.0
11,0.045957,0.0
12,0.057645,0.0
13,0.053811,0.0
14,0.049613,0.0
15,0.05041,0.0
16,0.050612,0.0
17,0.052194,0.0
18,0.04967,0.0
0,1.467301,0.0
1,1.325199,0.0
2,1.182672,0.0
3,0.925799,0.0
4,0.481884,0.0
5,0.198913,0.0
6,0.101897,0.0
7,0.077713,0.0
8,0.071943,0.0
9,0.0663,0.0
10,0.059486,0.0
11,0.056961,0.0
12,0.060075,0.0
13,0.057885,0.0
14,0.054309,0.0
15,0.05524,0.0
16,0.052006,0.0
17,0.051218,0.0
18,0.052455,0.0
19,0.049073,0.0
20,0.048626,0.0
21,0.05022,0.0
22,0.049079,0.0
23,0.053185,0.0
24,0.050863,0.0
0,0.624994,0.0
1,0.200092,0.0
2,0.066573,0.0
3,0.065753,0.0
4,0.063619,0.0
5,0.07275,0.0
6,0.049393,0.0
7,0.049154,0.0
8,0.066128,0.0
0,1.396899,0.0
1,0.997751,0.0
2,0.345336,0.0
3,0.123475,0.0
4,0.096172,0.0
5,0.082823,0.0
6,0.069995,0.0
7,0.065801,0.0
8,0.06026,0.0
9,0.056607,0.0
10,0.056633,0.0
11,0.056295,0.0
12,0.053143,0.0
13,0.053754,0.0
14,0.050638,0.0
15,0.052224,0.0
16,0.050771,0.0
17,0.048426,0.0
18,0.048882,0.0
19,0.047559,0.0
20,0.048998,0.0
21,0.049084,0.0
22,0.04741,0.0
23,0.046902,0.0
0,0.044688,0.0
1,0.037061,0.0
2,0.031491,0.0
3,0.025722,0.0
4,0.024438,0.0
5,0.019427,0.0
6,0.019538,0.0
7,0.016567,0.0
8,0.017068,0.0
0,1.127298,0.0
1,0.54877,0.0
2,0.257461,0.0
3,0.173208,0.0
4,0.097773,0.0
5,0.069464,0.0
6,0.069333,0.0
7,0.073211,0.0
8,0.068941,0.0
9,0.065517,0.0
10,0.064319,0.0
11,0.065116,0.0
12,0.060446,0.0
13,0.055167,0.0
14,0.055855,0.0
15,0.052683,0.0
16,0.05601,0.0
17,0.055181,0.0
18,0.057726,0.0
19,0.058564,0.0
20,0.057805,0.0
21,0.056942,0.0
0,0.610649,0.0
1,0.099197,0.0
2,0.095508,0.0
3,0.087934,0.0
0,0.628823,0.0
1,0.105171,0.0
2,0.075718,0.0
3,0.084882,0.0
4,0.103456,0.0
5,0.094672,0.0
6,0.093627,0.0
7,0.099879,0.0
0,0.650721,0.0
1,0.080101,0.0
2,0.052405,0.0
3,0.060164,0.0
4,0.058627,0.0
5,0.047183,0.0
6,0.048178,0.0
7,0.054447,0.0
8,0.052185,0.0
0,1.310624,0.0
1,1.167729,0.0
2,0.944999,0.0
3,0.68031,0.0
4,0.432131,0.0
5,0.271176,0.0
6,0.195789,0.0
7,0.170198,0.0
8,0.153482,0.0
9,0.133513,0.0
10,0.110472,0.0
11,0.09295,0.0
12,0.086463,0.0
13,0.078569,0.0
14,0.072026,0.0
15,0.070839,0.0
16,0.06587,0.0
17,0.069682,0.0
18,0.066274,0.0
19,0.062909,0.0
0,0.099173,0.0
1,0.091774,0.0
2,0.073852,0.0
3,0.083047,0.0
4,0.078733,0.0
5,0.06254,0.0
6,0.071438,0.0
7,0.058783,0.0
0,0.06068,0.0
1,0.077456,0.0
2,0.062635,0.0
3,0.077332,0.0
4,0.080149,0.0
5,0.088873,0.0
6,0.072762,0.0
7,0.077046,0.0
8,0.060756,0.0
9,0.068813,0.0
10,0.068245,0.0
11,0.065715,0.0
12,0.06799,0.0
13,0.06449,0.0
14,0.062707,0.0
15,0.06286,0.0
16,0.053996,0.0
17,0.060545,0.0
18,0.050412,0.0
19,0.047378,0.0
20,0.056887,0.0
21,0.047796,0.0
22,0.063975,0.0
23,0.046265,0.0
24,0.055171,0.0
25,0.042796,0.0
0,0.112516,0.0
1,0.121628,0.0
2,0.076413,0.0
3,0.097212,0.0
4,0.092938,0.0
5,0.10587,0.0
6,0.081155,0.0
7,0.108053,0.0
8,0.078749,0.0
9,0.143107,0.0
10,0.093778,0.0
11,0.113129,0.0
12,0.095633,0.0
13,0.110747,0.0
14,0.115384,0.0
15,0.094752,0.0
16,0.099758,0.0
17,0.098166,0.0
18,0.097306,0.0
19,0.102202,0.0
20,0.135248,0.0
21,0.088896,0.0
22,0.071496,0.0
23,0.081828,0.0
24,0.079783,0.0
25,0.123501,0.0
26,0.08584,0.0
27,0.115033,0.0
28,0.114224,0.0
29,0.09133,0.0
30,0.105789,0.0
31,0.110418,0.0
32,0.096953,0.0
33,0.088344,0.0
34,0.079412,0.0
35,0.135161,0.0
36,0.084475,0.0
37,0.097282,0.0
38,0.094889,0.0
39,0.13357,0.0
40,0.103902,0.0
41,0.107318,0.0
42,0.065998,0.0
43,0.087791,0.0
44,0.075305,0.0
45,0.087218,0.0
46,0.105127,0.0
47,0.103444,0.0
48,0.080366,0.0
49,0.085647,0.0
0,0.107354,0.0
1,0.081294,0.0
2,0.118783,0.0
3,0.097196,0.0
4,0.117669,0.0
5,0.095504,0.0
6,0.061977,0.0
7,0.10801,0.0
8,0.076,0.0
9,0.08842,0.0
10,0.100733,0.0
11,0.13179,0.0
12,0.129151,0.0
13,0.11457,0.0
14,0.100517,0.0
15,0.100612,0.0
16,0.1019,0.0
17,0.085472,0.0
18,0.104501,0.0
19,0.106818,0.0
20,0.082092,0.0
21,0.08214,0.0
22,0.107917,0.0
23,0.091562,0.0
24,0.103793,0.0
25,0.101088,0.0
26,0.095495,0.0
27,0.110847,0.0
28,0.088045,0.0
29,0.108752,0.0
30,0.111474,0.0
31,0.092046,0.0
32,0.127629,0.0
33,0.088587,0.0
34,0.115028,0.0
35,0.098504,0.0
36,0.108791,0.0
37,0.109788,0.0
38,0.125351,0.0
39,0.089458,0.0
40,0.112762,0.0
41,0.110247,0.0
0,0.075107,0.0
1,0.091298,0.0
2,0.090684,0.0
3,0.088212,0.0
4,0.082463,0.0
5,0.109841,0.0
6,0.109047,0.0
7,0.092016,0.0
8,0.088162,0.0
9,0.06213,0.0
10,0.094068,0.0
11,0.072481,0.0
12,0.087692,0.0
13,0.093165,0.0
14,0.09487,0.0
15,0.104709,0.0
16,0.083631,0.0
17,0.085853,0.0
18,0.073347,0.0
19,0.112476,0.0
20,0.08435,0.0
21,0.089165,0.0
22,0.075332,0.0
23,0.067529,0.0
24,0.095575,0.0
25,0.098309,0.0
