epoch,train_conf_loss,train_dice,train_peak_dist,train_peak_sharp,val_conf_loss,val_dice,val_peak_dist,val_peak_sharp,train_top10,train_top50,train_top300,val_top10,val_top50,val_top300
0,0.034644,0.012369,0.541715,0.506119,0.0,0.0,0.0,0.0,0.084918,0.141952,0.269962,0.0,0.0,0.0
1,0.003437,0.014348,0.642181,0.505241,0.0,0.0,0.0,0.0,0.069708,0.178707,0.494297,0.0,0.0,0.0
2,0.002832,0.01602,0.683494,0.506461,0.0,0.0,0.0,0.0,0.077313,0.243346,0.56147,0.0,0.0,0.0
3,0.002337,0.019058,0.735506,0.50928,0.0,0.0,0.0,0.0,0.187579,0.424588,0.688213,0.0,0.0,0.0
4,0.001904,0.022997,0.771796,0.514167,0.0,0.0,0.0,0.0,0.318124,0.541191,0.741445,0.0,0.0,0.0
5,0.00146,0.029709,0.801476,0.52318,0.0,0.0,0.0,0.0,0.468948,0.634981,0.801014,0.0,0.0,0.0
6,0.001023,0.040893,0.831816,0.538941,0.0,0.0,0.0,0.0,0.603295,0.721166,0.884664,0.0,0.0,0.0
7,0.000635,0.059491,0.851082,0.563,0.0,0.0,0.0,0.0,0.69962,0.761724,0.875792,0.0,0.0,0.0
8,0.000281,0.088578,0.864386,0.593246,0.0,0.0,0.0,0.0,0.7782,0.812421,0.939163,0.0,0.0,0.0
9,0.000145,0.114087,0.870508,0.627374,0.0,0.0,0.0,0.0,0.787072,0.842839,0.936629,0.0,0.0,0.0
10,5.3e-05,0.128914,0.868206,0.656916,0.0,0.0,0.0,0.0,0.790875,0.837769,0.915082,0.0,0.0,0.0
11,3.1e-05,0.142778,0.874472,0.68097,0.0,0.0,0.0,0.0,0.795944,0.868188,0.934094,0.0,0.0,0.0
12,4e-06,0.14768,0.869712,0.702227,0.0,0.0,0.0,0.0,0.823828,0.903676,0.96071,0.0,0.0,0.0
13,2e-06,0.146838,0.87259,0.72107,0.0,0.0,0.0,0.0,0.825095,0.870722,0.937896,0.0,0.0,0.0
14,1e-06,0.148323,0.870173,0.736081,0.0,0.0,0.0,0.0,0.825095,0.883397,0.95057,0.0,0.0,0.0
15,1e-06,0.147797,0.870819,0.749897,0.0,0.0,0.0,0.0,0.841572,0.902408,0.967047,0.0,0.0,0.0
16,1e-06,0.148622,0.867692,0.761063,0.0,0.0,0.0,0.0,0.836502,0.889734,0.95564,0.0,0.0,0.0
