epoch,train_conf_loss,val_conf_loss
0,3.553735,0.0
1,3.392788,0.0
2,2.989534,0.0
3,2.14746,0.0
4,1.25483,0.0
5,0.884266,0.0
6,0.735344,0.0
7,0.767096,0.0
8,0.727221,0.0
9,0.644761,0.0
10,0.531609,0.0
11,0.584014,0.0
12,0.486455,0.0
13,0.483074,0.0
14,0.490844,0.0
15,0.363546,0.0
16,0.407221,0.0
17,0.441847,0.0
18,0.418156,0.0
19,0.41107,0.0
20,0.403103,0.0
21,0.409678,0.0
22,0.406245,0.0
23,0.374937,0.0
24,0.365578,0.0
25,0.404535,0.0
26,0.365163,0.0
27,0.353867,0.0
28,0.378797,0.0
29,0.35608,0.0
30,0.419388,0.0
31,0.377436,0.0
32,0.428227,0.0
33,0.429076,0.0
34,0.360043,0.0
35,0.387371,0.0
36,0.376347,0.0
37,0.336955,0.0
38,0.363971,0.0
0,3.479547,0.0
1,3.071654,0.0
2,2.066878,0.0
3,1.167041,0.0
4,0.749234,0.0
5,0.548367,0.0
6,0.489746,0.0
7,0.448146,0.0
8,0.432583,0.0
9,0.424904,0.0
10,0.42256,0.0
11,0.400583,0.0
12,0.423763,0.0
13,0.407319,0.0
14,0.394641,0.0
15,0.394602,0.0
16,0.41017,0.0
17,0.397057,0.0
18,0.403639,0.0
19,0.412523,0.0
20,0.383215,0.0
21,0.361285,0.0
22,0.362292,0.0
23,0.383331,0.0
24,0.378945,0.0
25,0.371834,0.0
26,0.38473,0.0
27,0.363704,0.0
28,0.370485,0.0
29,0.410599,0.0
30,0.402382,0.0
31,0.377213,0.0
32,0.381546,0.0
33,0.397519,0.0
34,0.387907,0.0
35,0.38407,0.0
36,0.360185,0.0
37,0.404187,0.0
38,0.347151,0.0
39,0.373822,0.0
40,0.388816,0.0
41,0.394745,0.0
42,0.38377,0.0
43,0.358985,0.0
44,0.384574,0.0
45,0.373428,0.0
46,0.389925,0.0
47,0.365055,0.0
48,0.382743,0.0
49,0.348909,0.0
0,0.219357,0.0
1,0.21885,0.0
2,0.225258,0.0
3,0.228098,0.0
4,0.231779,0.0
5,0.210889,0.0
6,0.223762,0.0
7,0.206585,0.0
8,0.237634,0.0
9,0.223869,0.0
10,0.219979,0.0
11,0.224871,0.0
12,0.227998,0.0
13,0.220602,0.0
14,0.203171,0.0
15,0.221954,0.0
16,0.207964,0.0
17,0.19525,0.0
18,0.206471,0.0
19,0.219589,0.0
20,0.204257,0.0
21,0.211221,0.0
22,0.208021,0.0
23,0.209032,0.0
24,0.208259,0.0
25,0.223265,0.0
26,0.196542,0.0
27,0.207546,0.0
28,0.18976,0.0
29,0.208911,0.0
30,0.188059,0.0
31,0.207121,0.0
32,0.194673,0.0
33,0.205552,0.0
34,0.190082,0.0
35,0.184257,0.0
36,0.211677,0.0
37,0.217021,0.0
38,0.190691,0.0
0,0.296148,0.0
1,0.30156,0.0
2,0.303799,0.0
3,0.285473,0.0
4,0.271466,0.0
5,0.239955,0.0
6,0.248553,0.0
7,0.256461,0.0
8,0.260085,0.0
9,0.241539,0.0
10,0.222085,0.0
11,0.246632,0.0
12,0.224759,0.0
13,0.223102,0.0
14,0.229133,0.0
15,0.226679,0.0
16,0.21432,0.0
17,0.208817,0.0
18,0.214516,0.0
19,0.219776,0.0
20,0.221518,0.0
21,0.227942,0.0
22,0.219466,0.0
23,0.21999,0.0
24,0.218703,0.0
25,0.212042,0.0
26,0.22038,0.0
27,0.209851,0.0
28,0.218716,0.0
29,0.225341,0.0
30,0.209654,0.0
31,0.217077,0.0
32,0.211965,0.0
33,0.219791,0.0
34,0.206697,0.0
35,0.217584,0.0
36,0.224484,0.0
37,0.20736,0.0
38,0.208416,0.0
39,0.218274,0.0
40,0.224202,0.0
41,0.207923,0.0
42,0.207836,0.0
43,0.209742,0.0
44,0.207896,0.0
45,0.208463,0.0
46,0.207233,0.0
47,0.206972,0.0
48,0.211403,0.0
49,0.20438,0.0
0,0.224216,0.0
1,0.209097,0.0
2,0.277847,0.0
3,0.238604,0.0
4,0.277391,0.0
5,0.194577,0.0
6,0.203408,0.0
7,0.225086,0.0
8,0.290962,0.0
9,0.256179,0.0
10,0.225844,0.0
11,0.258217,0.0
12,0.279626,0.0
13,0.258106,0.0
14,0.272478,0.0
15,0.256999,0.0
16,0.285609,0.0
17,0.253637,0.0
18,0.223075,0.0
19,0.206985,0.0
20,0.247932,0.0
21,0.195066,0.0
22,0.265043,0.0
23,0.241856,0.0
24,0.190099,0.0
25,0.232533,0.0
26,0.195459,0.0
27,0.129087,0.0
28,0.252187,0.0
29,0.188045,0.0
30,0.197923,0.0
31,0.261127,0.0
32,0.227759,0.0
33,0.228487,0.0
34,0.193682,0.0
35,0.159811,0.0
36,0.195405,0.0
37,0.102101,0.0
38,0.22395,0.0
39,0.164992,0.0
40,0.16297,0.0
41,0.140903,0.0
42,0.179095,0.0
43,0.203169,0.0
44,0.185713,0.0
45,0.175605,0.0
46,0.191138,0.0
47,0.156394,0.0
48,0.165252,0.0
49,0.197472,0.0
