epoch,train_conf_loss,train_dice,train_peak_dist,train_peak_sharp,val_conf_loss,val_dice,val_peak_dist,val_peak_sharp,train_top10,train_top50,train_top300,val_top10,val_top50,val_top300
0,0.059899,0.011981,0.518713,0.505918,0.0,0.0,0.0,0.0,0.114068,0.155894,0.210393,0.0,0.0,0.0
1,0.008288,0.013544,0.47559,0.504747,0.0,0.0,0.0,0.0,0.191381,0.264892,0.462611,0.0,0.0,0.0
2,0.005748,0.013728,0.554846,0.504489,0.0,0.0,0.0,0.0,0.139417,0.25602,0.560203,0.0,0.0,0.0
3,0.003783,0.014423,0.649812,0.505134,0.0,0.0,0.0,0.0,0.112801,0.25602,0.533587,0.0,0.0,0.0
4,0.002633,0.017831,0.709422,0.508475,0.0,0.0,0.0,0.0,0.121673,0.311787,0.599493,0.0,0.0,0.0
5,0.002048,0.022654,0.750363,0.513021,0.0,0.0,0.0,0.0,0.26616,0.476553,0.741445,0.0,0.0,0.0
6,0.001733,0.028139,0.772504,0.522938,0.0,0.0,0.0,0.0,0.39417,0.586819,0.789607,0.0,0.0,0.0
7,0.001208,0.038825,0.818816,0.536711,0.0,0.0,0.0,0.0,0.590621,0.708492,0.82256,0.0,0.0,0.0
8,0.000666,0.061596,0.849694,0.561545,0.0,0.0,0.0,0.0,0.721166,0.787072,0.918885,0.0,0.0,0.0
9,0.000359,0.084045,0.86248,0.585587,0.0,0.0,0.0,0.0,0.769328,0.836502,0.925222,0.0,0.0,0.0
10,0.000178,0.109634,0.868453,0.620709,0.0,0.0,0.0,0.0,0.844106,0.917617,0.984791,0.0,0.0,0.0
11,8.3e-05,0.130182,0.865548,0.65336,0.0,0.0,0.0,0.0,0.865653,0.932826,0.980989,0.0,0.0,0.0
12,2.1e-05,0.141513,0.860962,0.678778,0.0,0.0,0.0,0.0,0.865653,0.95564,0.987326,0.0,0.0,0.0
13,3e-06,0.145976,0.860294,0.702341,0.0,0.0,0.0,0.0,0.915082,0.975919,0.997465,0.0,0.0,0.0
14,1e-06,0.146042,0.86658,0.721902,0.0,0.0,0.0,0.0,0.972117,0.993663,0.998733,0.0,0.0,0.0
15,1e-06,0.1471,0.878664,0.738062,0.0,0.0,0.0,0.0,0.977186,0.992395,0.996198,0.0,0.0,0.0
  
